OpptyNum,Topic,(IG)CustomerContactIndexValue,ContactName,(IG)CustomerAccountIndex,Account,Contact,Budget Amount,Created On,Est. Close Date,Actual Close Date,Est. Revenue,Actual Revenue,(IG)ForecastCatIndex,Forecast category,(IG)SalesStageIndex,Sales Stage,(IG)StatusIndex,Status,(IG)StatusReasonIndex,Status Reason,(IG)PurchaseTimeframeIndex,Purchase Timeframe,Close Probability,)IG)PurchaseProcessIndex,Purchase Process,Owner,Created By,Price List,Revenue,Currency,Description
30046,[30046] Opportunity for Teradata $4488.36 This Year,203909,Anne Lee,101047,Teradata,Anne.Lee203909@notadomain.test,74806,5/1/2022,5/1/2022,5/1/2022,4488.36,4488.36,5,Won,4,Close,2,Won,3,Won,4,This Year,40,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30047,[30047] Opportunity for Citizens Financial Group $18442.92 This Quarter,202504,Brad Robinson,100395,Citizens Financial Group,Brad.Robinson202504@notadomain.test,32356,4/21/2022,4/21/2022,4/21/2022,18442.92,18442.92,5,Won,4,Close,2,Won,3,Won,2,This Quarter,55,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30048,[30048] Opportunity for Helmerich & Payne $29771.28 Next Quarter,203505,Christopher Tompson,100825,Helmerich & Payne,Christopher.Tompson203505@notadomain.test,33831,4/20/2022,4/20/2022,4/20/2022,29771.28,29771.28,5,Won,1,Qualify,2,Won,3,Won,3,Next Quarter,61,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30049,[30049] Opportunity for KBR $16735.32 Unknown,201995,Emily Tan,100501,KBR,Emily.Tan201995@notadomain.test,57708,5/5/2022,5/5/2022,5/5/2022,16735.32,16735.32,5,Won,1,Qualify,2,Won,3,Won,5,Unknown,74,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30050,[30050] Opportunity for Nuance Communications $34310.58 This Year,200132,Kimberly Young,101060,Nuance Communications,Kimberly.Young200132@notadomain.test,90291,5/12/2022,5/12/2022,5/12/2022,34310.58,0,6,Lost,4,Close,3,Lost,4,Canceled,4,This Year,89,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30051,[30051] Opportunity for Ryerson Holding $48816.6 Unknown,201478,Jacob Robinson,100594,Ryerson Holding,Jacob.Robinson201478@notadomain.test,81361,4/27/2022,6/27/2022,,48816.6,,2,Best case,2,Develop,1,Open,2,On Hold,5,Unknown,18,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30052,[30052] Opportunity for Paychex $23355.94 Unknown,203283,Kim Lo,100662,Paychex,Kim.Lo203283@notadomain.test,61463,5/16/2022,5/16/2022,5/16/2022,23355.94,0,6,Lost,2,Develop,3,Lost,4,Canceled,5,Unknown,28,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30053,[30053] Opportunity for Booz Allen Hamilton Holding $30399.2 This Year,203670,Christopher Garcia,100450,Booz Allen Hamilton Holding,Christopher.Garcia203670@notadomain.test,75998,4/17/2022,7/14/2022,,30399.2,,3,Committed,4,Close,1,Open,2,On Hold,4,This Year,34,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30054,[30054] Opportunity for State Street $18534.15 Unknown,201700,Charles Torres,100244,State Street,Charles.Torres201700@notadomain.test,41187,5/14/2022,5/14/2022,5/14/2022,18534.15,0,6,Lost,3,Propose,3,Lost,5,Out-Sold,5,Unknown,84,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30055,[30055] Opportunity for Michaels $10012.21 This Quarter,201970,Chris Rodriguez,100544,Michaels,Chris.Rodriguez201970@notadomain.test,77017,3/9/2022,7/14/2022,,10012.21,,2,Best case,3,Propose,1,Open,2,On Hold,2,This Quarter,17,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30056,[30056] Opportunity for Teradata $63949.44 This Year,204576,Sandra King,101047,Teradata,Sandra.King204576@notadomain.test,99921,3/14/2022,3/14/2022,3/14/2022,63949.44,0,6,Lost,1,Qualify,3,Lost,5,Out-Sold,4,This Year,41,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30057,[30057] Opportunity for Best Buy $50951.55 Immediate,201606,Matthew Young,100075,Best Buy,Matthew.Young201606@notadomain.test,78387,4/17/2022,7/25/2022,,50951.55,,6,Lost,1,Qualify,1,Open,2,On Hold,1,Immediate,45,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30058,[30058] Opportunity for Alliance Resource Partners $86402.5 Immediate,202888,Dorothy Flores,101066,Alliance Resource Partners,Dorothy.Flores202888@notadomain.test,90950,5/8/2022,7/11/2022,,86402.5,,2,Best case,2,Develop,1,Open,1,In Progress,1,Immediate,51,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30059,[30059] Opportunity for YRC Worldwide $64453.95 Unknown,202279,Jim Mitchell,100557,YRC Worldwide,Jim.Mitchell202279@notadomain.test,74085,5/24/2022,7/13/2022,,64453.95,,6,Lost,1,Qualify,1,Open,1,In Progress,5,Unknown,56,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30060,[30060] Opportunity for News Corp. $824.96 This Quarter,203935,Jennifer Wills,100318,News Corp.,Jennifer.Wills203935@notadomain.test,41248,5/4/2022,5/4/2022,5/4/2022,824.96,824.96,5,Won,2,Develop,2,Won,3,Won,2,This Quarter,12,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30061,[30061] Opportunity for IQVIA Holdings $2681.7 Unknown,200782,Ashley Sanchez,100290,IQVIA Holdings,Ashley.Sanchez200782@notadomain.test,53634,5/14/2022,5/14/2022,5/14/2022,2681.7,2681.7,5,Won,3,Propose,2,Won,3,Won,5,Unknown,0,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30062,[30062] Opportunity for Synchrony Financial $75228.48 This Quarter,200756,Ted Black,100170,Synchrony Financial,Ted.Black200756@notadomain.test,78363,5/6/2022,6/12/2022,,75228.48,,1,Pipeline,2,Develop,1,Open,1,In Progress,2,This Quarter,53,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30063,[30063] Opportunity for Sysco $2341.38 This Year,202245,John Moore,100056,Sysco,John.Moore202245@notadomain.test,39023,4/5/2022,4/5/2022,4/5/2022,2341.38,0,6,Lost,4,Close,3,Lost,5,Out-Sold,4,This Year,51,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30064,[30064] Opportunity for Designer Brands $22533.5 Unknown,204185,Kim Lo,100698,Designer Brands,Kim.Lo204185@notadomain.test,40970,4/11/2022,4/11/2022,4/11/2022,22533.5,0,6,Lost,2,Develop,3,Lost,5,Out-Sold,5,Unknown,56,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30065,[30065] Opportunity for Hexcel $67265.25 This Year,200286,Daniel Lo,100905,Hexcel,Daniel.Lo200286@notadomain.test,89687,3/4/2022,3/4/2022,3/4/2022,67265.25,67265.25,5,Won,4,Close,2,Won,3,Won,4,This Year,73,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30066,[30066] Opportunity for Barnes & Noble Education $32307.16 Immediate,204517,Dorothy Williams,100986,Barnes & Noble Education,Dorothy.Williams204517@notadomain.test,55702,3/13/2022,3/13/2022,3/13/2022,32307.16,32307.16,5,Won,2,Develop,2,Won,3,Won,1,Immediate,58,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30067,[30067] Opportunity for Duke Energy $6473.3 This Quarter,200267,Kimberly Wills,100123,Duke Energy,Kimberly.Wills200267@notadomain.test,64733,3/10/2022,3/10/2022,3/10/2022,6473.3,0,6,Lost,2,Develop,3,Lost,4,Canceled,2,This Quarter,67,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30068,[30068] Opportunity for Skechers U.S.A. $31826.48 Immediate,202214,Charles Williams,100531,Skechers U.S.A.,Charles.Williams202214@notadomain.test,32476,3/30/2022,3/30/2022,3/30/2022,31826.48,0,6,Lost,2,Develop,3,Lost,4,Canceled,1,Immediate,3,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30069,[30069] Opportunity for Watsco $24638.85 This Year,204591,Charles Jefferson,100566,Watsco,Charles.Jefferson204591@notadomain.test,54753,4/30/2022,6/10/2022,,24638.85,,2,Best case,4,Close,1,Open,1,In Progress,4,This Year,89,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
